"Loc_Cod","CanonicalName","ComputerName","Description","Enabled","OperatingSystem","WhenCreated","LastLogonDate","DaysSinceLastLogon"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRIDUWD3128872","BRIDUWD3128872","This account is created by NGWS DNA app at:30-05-2022,13:39:18","True","Windows 11 Enterprise","30/05/2022 08:39:12","15/07/2024 16:53:05","4"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRCWBWD3115519","BRCWBWD3115519",";PE04GR0C","True","Windows 10 Enterprise","21/05/2019 11:27:13","01/07/2024 15:28:05","18"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRGRUWD3082735","BRGRUWD3082735",";PE0512WG","True","Windows 10 Enterprise","04/11/2019 09:05:09","13/07/2024 14:24:13","6"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRIPVWD3088452","BRIPVWD3088452","Account created by NGWS DNA app at:16-07-2024,17:15:05;PE06VLGH","True","Windows 10 Enterprise","16/07/2024 12:15:12","16/07/2024 12:57:42","3"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRJDIWD3075921","BRJDIWD3075921","Account created by NGWS DNA app at:16-10-2023,16:09:15;PE04Z2Q0","True","Windows 11 Enterprise","16/10/2023 11:09:15","15/07/2024 07:56:04","4"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRIPVWD3121185","BRIPVWD3121185","This account is created by NGWS DNA app at:01-06-2022,00:41:23;PE071TEB","True","Windows 10 Enterprise","31/05/2022 19:41:25","13/07/2024 10:59:42","6"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRJOIWD3089118","BRJOIWD3089118","GPWS Windows 10 SAC 2009 ECB 9.0 Installation 2021-06-01-17-27-53, W10 64 bit;PE06VKKH","True","Windows 11 Enterprise","01/06/2021 16:28:01","16/07/2024 23:55:42","2"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRGRUWD3085177","BRGRUWD3085177",,"True","Windows 10 Enterprise","31/10/2019 13:37:42","12/07/2024 12:02:54","7"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRGRUWD3085160","BRGRUWD3085160","Account created by NGWS DNA app at:19-09-2023,16:37:23;PE0512WL","True","Windows 10 Enterprise","19/09/2023 11:37:24","11/07/2024 17:14:04","8"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRCPSWD3002050","BRCPSWD3002050","Created by  using OSD installer using TS package CAS00FB1 on 2024-05-23T20:30:16;PE05TGFV","True","Windows 11 Enterprise","23/05/2024 15:30:16","05/07/2024 09:24:12","14"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRQOCWD3076623","BRQOCWD3076623",,"True","Windows 10 Pro","13/08/2019 13:02:51","10/07/2024 16:47:44","9"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRTREWD3088482","BRTREWD3088482","M70q - PE06VKKN - Terenos-MS-ADM","True","Windows 10 Enterprise","18/03/2021 16:26:44","18/07/2024 14:53:55","1"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BREXAWD3081343","BREXAWD3081343","This account is created by NGWS DNA app at:07-06-2022,22:13:35","True","Windows 10 Enterprise","07/06/2022 17:13:37","12/07/2024 14:45:59","7"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRACAWD3115510","BRACAWD3115510","This account is created by NGWS DNA app at:26-01-2023,18:58:12;PE04DK7B","True","Windows 11 Enterprise","26/01/2023 14:58:22","11/07/2024 08:52:10","8"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRGRUWD3116664","BRGRUWD3116664",,"True","Windows 11 Enterprise","23/10/2020 12:41:38","10/07/2024 14:25:51","9"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRGUSWD3082742","BRGUSWD3082742",,"True","Windows 11 Enterprise","06/11/2019 09:36:37","17/07/2024 04:37:55","2"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRVAGWD3048425","BRVAGWD3048425",,"True","Windows 11 Enterprise","29/05/2019 16:56:58","15/07/2024 05:25:34","4"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRBRIWD3081885","BRBRIWD3081885","GPWS Windows 10 SAC 1909 ECB 8.1 Installation 2020-10-30-8-51-32, W10 64 bit","True","Windows 10 Enterprise","04/10/2019 08:30:36","14/07/2024 08:20:29","5"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRQHBWD3085715","BRQHBWD3085715","This account is created by NGWS DNA app at:08-03-2022,15:53:16;PE053K11","True","Windows 11 Enterprise","08/03/2022 11:53:14","09/07/2024 11:13:56","10"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRSDCWD3107922","BRSDCWD3107922","This account is created by NGWS DNA app at:31-05-2022,22:35:36;PE053JMX","True","Windows 10 Enterprise","31/05/2022 17:35:33","11/07/2024 06:00:30","8"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRSDCWD3107925","BRSDCWD3107925",";PE053K01","True","Windows 11 Enterprise","13/11/2019 12:30:07","17/07/2024 17:06:06","2"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRQDQWD3084444","BRQDQWD3084444","GPWS Windows 10 SAC 1909 ECB 8.1 Installation 2020-11-10-12-04-13, W10 64 bit","True","Windows 10 Enterprise","10/11/2020 10:27:13","09/06/2024 23:55:28","39"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRVAGWD3048429","BRVAGWD3048429","GPWS Windows 10 ECB64 7.0(00-AA-B01) Installation 2019-08-15-10-54-31, W10 64 bit","True","Windows 11 Enterprise","29/05/2019 10:14:17","19/07/2024 05:46:54","0"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRIOAWD3117642","BRIOAWD3117642","GPWS Windows 10 SAC 2009 ECB 9.0 Installation 2021-10-29-9-54-21, W10 64 bit","True","Windows 10 Enterprise","29/10/2021 08:28:26","14/07/2024 06:04:57","5"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRCPQWD3002182","BRCPQWD3002182","This account is created by NGWS DNA app at:17-01-2023,16:53:02;PE099GD5","True","Windows 10 Enterprise","17/01/2023 12:53:06","17/07/2024 09:41:47","2"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRBRIWD3084586","BRBRIWD3084586","GPWS Windows 10 SAC 2009 ECB 9.0 Installation 2021-11-09-15-54-22, W10 64 bit","True","Windows 10 Enterprise","05/08/2019 07:33:10","01/07/2024 11:31:29","18"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRTREWD3088480","BRTREWD3088480","M70q - PE06VKK3 - Terenos-MS-ADM","True","Windows 10 Enterprise","18/03/2021 16:26:27","19/07/2024 07:58:58","0"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRQOCWD3118505","BRQOCWD3118505","GPWS Windows 10 SAC 2009 ECB 9.0 Installation 2021-09-03-10-21-30, W10 64 bit","True","Windows 11 Enterprise","03/09/2021 08:05:30","15/07/2024 08:50:00","4"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRBRIWD3084571","BRBRIWD3084571",,"True","Windows 10 Enterprise","02/08/2019 14:26:38","10/05/2024 19:59:15","69"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRQDQWD3088463","BRQDQWD3088463","GPWS Windows 10 SAC 2009 ECB 9.0 Installation 2021-06-09-9-47-41, W10 64 bit","True","Windows 11 Enterprise","09/06/2021 08:49:17","17/07/2024 18:54:58","1"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRBRBWD3088830","BRBRBWD3088830","M70q - PE06VKZT - General Mills Brasilia DF","True","Windows 10 Enterprise","28/01/2021 15:13:36","12/07/2024 09:30:14","7"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRJOIWD3116732","BRJOIWD3116732","PE04K05Q","True","Windows 11 Enterprise","02/07/2019 10:13:03","11/07/2024 00:05:23","8"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRTREWD3088478","BRTREWD3088478","M70q - PE06VKJS - Terenos-MS-ADM","True","Windows 11 Enterprise","18/03/2021 16:26:09","15/07/2024 09:53:12","4"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRUDIWD3101014","BRUDIWD3101014","This account is created by NGWS DNA app at:09-01-2023,19:40:03;PE04J9YZ","True","Windows 10 Enterprise","09/01/2023 15:40:32","15/07/2024 06:53:55","4"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRJDIWD3089117","BRJDIWD3089117","GPWS Windows 10 SAC 2009 ECB 9.0 Installation 2021-06-21-12-03-32, W10 64 bit;PE06VKJL","True","Windows 10 Enterprise","21/06/2021 10:47:01","10/07/2024 21:30:24","8"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRJDIWD3112793","BRJDIWD3112793","Account created by NGWS DNA app at:25-09-2023,15:30:14;PE0357EX","True","Windows 10 Enterprise","25/09/2023 10:30:15","08/07/2024 22:49:14","10"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRJRIWD3119639","BRJRIWD3119639","This account is created by NGWS DNA app at:04-07-2022,19:37:11","True","Windows 10 Enterprise","04/07/2022 14:37:04","12/07/2024 11:07:50","7"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRIPVWD3121159","BRIPVWD3121159","M720q - PE05TGGQ - Jundiai-SP-RECKITT","True","Windows 11 Enterprise","14/08/2020 14:28:01","11/07/2024 12:49:50","8"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRCPQWD3101017","BRCPQWD3101017",,"True","Windows 10 Enterprise","11/09/2019 14:49:03","15/07/2024 04:00:15","4"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRCJMWD3118293","BRCJMWD3118293",,"True","Windows 10 Enterprise","14/08/2019 11:30:26","15/07/2024 10:22:32","4"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRTREWD3088476","BRTREWD3088476","M70q - PE06VK86 - Terenos-MS-ADM","True","Windows 10 Enterprise","18/03/2021 16:25:52","24/06/2024 12:52:40","25"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRJDIWD3089116","BRJDIWD3089116","GPWS Windows 10 SAC 2009 ECB 9.0 Installation 2021-06-21-11-54-32, W10 64 bit;PE06TZEX","True","Windows 10 Enterprise","21/06/2021 10:38:12","26/06/2024 23:18:44","22"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRSJSWD3079211","BRSJSWD3079211",,"True","Windows 10 Enterprise","28/02/2018 15:37:03","14/07/2024 15:47:09","5"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRSDCWD3107926","BRSDCWD3107926","Account created by NGWS DNA app at:04-01-2024,20:07:04;PE053K02","True","Windows 10 Enterprise","04/01/2024 16:07:51","14/07/2024 14:50:00","5"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRLOZWD3087223","BRLOZWD3087223","This account is created by NGWS DNA app at:19-10-2022,21:20:57;PE06HT4G","True","Windows 10 Pro","19/10/2022 16:20:58","04/07/2024 17:37:43","15"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRSMEWD3119900","BRSMEWD3119900",";PE04GR0Z","True","Windows 10 Enterprise","17/06/2019 10:01:32","18/07/2024 07:40:25","1"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRCSAWD3111125","BRCSAWD3111125","GPWS Windows 10 SAC 2009 ECB 9.0 Installation 2021-07-27-17-40-03, W10 64 bit","True","Windows 10 Enterprise","27/07/2021 16:02:20","19/07/2024 07:15:45","0"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRGRUWD3082731","BRGRUWD3082731","Account created by NGWS DNA app at:01-06-2023,16:02:54;PE0512W7","True","Windows 10 Enterprise","01/06/2023 11:02:57","13/07/2024 04:37:46","6"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRQHBWD3081306","BRQHBWD3081306",,"True","Windows 10 Enterprise","25/01/2018 11:33:27","13/07/2024 21:48:42","5"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BREDAWD3118349","BREDAWD3118349",,"True","Windows 10 Enterprise","03/09/2019 10:41:03","15/07/2024 23:09:00","3"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRCPQWD3087528","BRCPQWD3087528","This account is created by NGWS DNA app at:09-01-2023,12:27:18;958B6V3","True","Windows 10 Enterprise","09/01/2023 08:27:32","15/07/2024 13:08:52","4"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRPPYWD3121405","BRPPYWD3121405","M720q - PE064PGJ - Pouso Alegre-MG-Unilever","True","Windows 11 Enterprise","21/08/2020 10:51:03","16/07/2024 15:58:53","3"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRQOCWD3076621","BRQOCWD3076621","This account is created by NGWS DNA app at:01-12-2022,21:35:03;PE04SP48;PE04SP48","True","Windows 11 Enterprise","01/12/2022 17:35:03","10/07/2024 02:25:42","9"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRVAGWD3048428","BRVAGWD3048428",,"True","Windows 11 Enterprise","29/05/2019 16:57:13","17/07/2024 01:42:10","2"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BREXAWD3101860","BREXAWD3101860","GPWS Windows 10 SAC 1909 ECB 8.1 Installation 2021-01-18-16-52-29, W10 64 bit","True","Windows 10 Enterprise","18/01/2021 15:09:52","11/07/2024 23:18:49","7"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRSMEWD3119889","BRSMEWD3119889","GPWS Windows 10 ECB64 7.0(00-AA-B01) Installation 2019-10-25-11-11-04, W10 64 bit","True","Windows 11 Enterprise","14/06/2019 13:30:19","11/07/2024 11:10:29","8"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRLOAWD3087105","BRLOAWD3087105","ThinkCentre M720q - PE06BVQN - Louveira-SP-Sumup","True","Windows 10 Enterprise","13/10/2020 12:23:44","16/07/2024 10:18:04","3"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRGRUWD3084561","BRGRUWD3084561","Account created by NGWS DNA app at:05-04-2024,21:11:02;PE04R3KS","True","Windows 11 Enterprise","05/04/2024 16:11:13","13/07/2024 08:22:07","6"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRJDIWD3119651","BRJDIWD3119651","GPWS Windows 10 SAC 2009 ECB 9.0 Installation 2021-12-20-23-21-48, W10 64 bit;PE04Z2Q4","True","Windows 10 Enterprise","20/12/2021 22:38:53","15/07/2024 06:13:13","4"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRCPQWD3002140","BRCPQWD3002140","GPWS Windows 10 SAC 1909 ECB 8.1 Installation 2021-02-25-16-42-14, W10 64 bit","True","Windows 10 Enterprise","23/02/2021 13:57:56","11/07/2024 12:50:22","8"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRCJMWD3117210","BRCJMWD3117210","M720q - PE04SX24 - Cajamar-SP-General Mills","True","Windows 10 Enterprise","30/03/2021 15:30:36","29/05/2024 13:23:27","51"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRGRUWD3083466","BRGRUWD3083466",,"True","Windows 10 Enterprise","16/09/2019 16:13:46","10/07/2024 08:13:35","9"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRGRUWD3085173","BRGRUWD3085173",,"True","Windows 10 Enterprise","01/11/2019 12:41:16","17/07/2024 19:38:35","1"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRLOZWD3087095","BRLOZWD3087095","ThinkCentre M720q - PE06BVQQ - Louveira-SP-Sumup","True","Windows 11 Enterprise","13/10/2020 12:24:26","15/07/2024 22:19:16","3"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRRIOWD3002128","BRRIOWD3002128","M720q - PE05TGGT - Rio de Janeiro-RJ-Rio Lopes Polar","True","Windows 11 Enterprise","07/10/2020 13:08:21","16/07/2024 13:59:40","3"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRLOZWD3087096","BRLOZWD3087096","ThinkCentre M720q - PE06BVQR - Louveira-SP-Sumup","True","Windows 10 Enterprise","13/10/2020 12:24:10","12/07/2024 06:06:15","7"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRLOZWD3123456","BRLOZWD3123456","Account created by NGWS DNA app at:21-06-2024,20:21:07","True","Windows 10 Enterprise","21/06/2024 15:21:08","21/06/2024 15:53:52","28"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRGRUWD3085167","BRGRUWD3085167",,"True","Windows 10 Enterprise","05/11/2019 10:40:07","11/07/2024 08:20:36","8"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRSDCWD3108208","BRSDCWD3108208","Account created by NGWS DNA app at:07-06-2023,16:36:51;PE06DV5L","True","Windows 10 Enterprise","07/06/2023 11:37:34","27/05/2024 17:27:53","53"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BREXAWD3088445","BREXAWD3088445","M70q - PE06VKKB - Extrema-MG-Pernod Ricard","True","Windows 11 Enterprise","03/05/2021 13:17:22","19/07/2024 08:13:27","0"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRSMEWD3119896","BRSMEWD3119896","GPWS Windows 10 SAC 2009 ECB 9.1 Installation 2021-12-21-10-38-46, W10 64 bit","True","Windows 11 Enterprise","13/06/2019 11:30:48","15/07/2024 05:51:41","4"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRSJSWD3079205","BRSJSWD3079205","GPWS Windows 10 ECB64 7.0(00-AA-B01) Installation 2020-04-13-12-44-40, W10 64 bit;PE034YCZ","True","Windows 10 Enterprise","13/04/2020 11:40:20","12/07/2024 07:43:17","7"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRGYNWD3061357","BRGYNWD3061357","GPWS Windows 10 SAC 1909 ECB 8.1 Installation 2020-12-02-18-09-48, W10 64 bit","True","Windows 11 Enterprise","26/11/2020 08:40:15","11/07/2024 11:17:44","8"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRAPSWD3061289","BRAPSWD3061289",,"True","Windows 10 Enterprise","29/05/2019 17:05:57","15/07/2024 08:23:18","4"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BREXAWD3088440","BREXAWD3088440","GPWS Windows 10 SAC 2009 ECB 9.0 Installation 2021-09-13-15-25-40, W10 64 bit;PE06VKZR","True","Windows 11 Enterprise","13/09/2021 14:32:05","18/07/2024 17:23:30","1"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRTRFWD3085872","BRTRFWD3085872","NGWS MeM OSD Installation,28-11-2022,18:42:02,W10 64 Bit;PE05D9RC","True","Windows 11 Enterprise","28/11/2022 16:08:45","11/07/2024 08:44:20","8"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRIPVWD3121158","BRIPVWD3121158","Account created by NGWS DNA app at:17-07-2024,17:24:46;PE05TGBM","True","Windows 10 Enterprise","17/07/2024 12:24:54","17/07/2024 12:53:42","2"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRIPVWD3088455","BRIPVWD3088455","GPWS Windows 10 SAC 2009 ECB 9.0 Installation 2021-09-17-10-04-08, W10 64 bit","True","Windows 11 Enterprise","17/09/2021 08:42:56","10/07/2024 08:49:31","9"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRBRIWD3084564","BRBRIWD3084564",,"True","Windows 11 Enterprise","31/07/2019 16:48:03","15/07/2024 23:43:55","3"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRQDQWD3102830","BRQDQWD3102830","GPWS Windows 10 SAC 1909 ECB 8.1 Installation 2020-10-30-16-45-24, W10 64 bit","True","Windows 10 Enterprise","21/10/2020 11:34:06","11/07/2024 03:46:37","8"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRJDIWD3603630","BRJDIWD3603630","GPWS Windows 10 SAC 2009 ECB 9.1 Installation 2021-11-23-19-51-20, W10 64 bit","True","Windows 10 Enterprise","23/11/2021 18:58:07","17/07/2024 21:56:03","1"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRIEVWD3115233","BRIEVWD3115233",,"True","Windows 11 Enterprise","07/08/2019 11:44:22","28/06/2024 07:49:28","21"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRSORWD3135073","BRSORWD3135073","Account created by NGWS DNA app at:01-07-2024,18:35:43;MXL31722P6","True","Windows 10 Enterprise","01/07/2024 13:35:55","17/07/2024 09:24:25","2"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRLOZWD3084115","BRLOZWD3084115",";PE04GR1R","True","Windows 11 Enterprise","05/06/2019 16:40:07","12/07/2024 13:00:11","7"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRBRIWD3081922","BRBRIWD3081922",,"True","Windows 10 Enterprise","15/10/2019 13:15:47","01/07/2024 08:19:04","18"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRQHBWD3112652","BRQHBWD3112652","GPWS Windows 10 SAC 2009 ECB 9.0 Installation 2021-10-18-13-34-13, W10 64 bit","True","Windows 10 Enterprise","02/07/2018 17:01:16","15/07/2024 02:21:10","4"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRBRBWD3088828","BRBRBWD3088828","M70q - PE06VFVE - General Mills Brasilia DF","True","Windows 10 Enterprise","28/01/2021 15:13:23","23/05/2024 08:05:45","57"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRVAGWD3048426","BRVAGWD3048426",,"True","Windows 11 Enterprise","29/05/2019 16:07:40","18/07/2024 06:33:58","1"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRNSRWD3089113","BRNSRWD3089113","M70q - PE06VLGZ - Nova Santa Rita-RS-Cross Docking RS","True","Windows 10 Enterprise","04/05/2021 08:17:48","11/07/2024 12:20:02","8"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRBRBWD3088829","BRBRBWD3088829","M70q - PE06VKJV - General Mills Brasilia DF","True","Windows 11 Enterprise","28/01/2021 15:13:30","18/07/2024 01:17:50","1"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRNSRWD3111644","BRNSRWD3111644",,"True","Windows 11 Enterprise","29/08/2019 11:38:34","17/07/2024 14:49:54","2"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRCGEWD3113524","BRCGEWD3113524",,"True","Windows 10 Enterprise","29/05/2019 11:46:14","11/07/2024 23:28:54","7"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRGRUWD3119660","BRGRUWD3119660",,"True","Windows 10 Enterprise","25/09/2019 14:21:42","17/07/2024 09:37:21","2"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRNSRWD3089115","BRNSRWD3089115","M70q - PE06TZCV - Nova Santa Rita-RS-Cross Docking RS","True","Windows 10 Enterprise","04/05/2021 08:17:59","02/07/2024 19:30:37","16"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRGRUWD3083472","BRGRUWD3083472","Account created by NGWS DNA app at:14-06-2023,22:43:49;PE04WAGN","True","Windows 10 Enterprise","14/06/2023 17:43:52","14/07/2024 08:39:28","5"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRCPQWD3002154","BRCPQWD3002154","GPWS Windows 10 SAC 2009 ECB 9.0 Installation 2021-05-28-12-50-29, W10 64 bit","True","Windows 11 Enterprise","28/05/2021 11:54:02","11/07/2024 13:10:53","8"
"NGWS-BR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/BR/DSC/Desktops/BRAPSWD3061223","BRAPSWD3061223","GPWS Windows 10 SAC 1909 ECB 8.1 Installation 2021-02-23-16-35-16, W10 64 bit","True","Windows 10 Enterprise","15/01/2018 16:48:48","25/06/2024 17:49:56","24"
